enterprise_name,legal_representative,contact_number,province,city,address,email,unified_social_credit_code,organization_code
深圳市喜来乐科技有限公司,张九德,0755-89325188,广东,深圳市,深圳市龙华区民治街道新牛社区民治大道542号智慧谷创新广场436,lml@xltel.com,914403006990646562,69906465-6
深圳市晶慧通科技有限公司,黄仲光,—,广东,深圳市,深圳市龙华区民治街道新牛社区民治大道与工业东路交汇处展滔科技大厦A座305,3082762063@qq.com,91440300693981429Q,69398142-9
深圳市永安联电子有限公司,张燕琼,0755-27576233；0755-27577845,广东,深圳市,深圳市宝安区西乡街道铁仔路共乐第二工业区B栋四楼西,13925290787@139.com,914403007152324467,71523244-6
象山华凤电子有限公司,蒋丹华,0574-65753552；0574-65703355,浙江,宁波市,浙江省象山县丹东街道大碶头村,,913302253090468598,30904685-9
青岛捷途电子有限公司,赵来福,—,山东,青岛市,山东省青岛市胶州市九龙街道办事处郑州东路278号,15066794098@163.com,91370281MA3PMRA61K,MA3PMRA6-1
乐清旺达铜材有限公司,陈思,—,浙江,温州市,乐清市柳市镇智广村,,91330382MA285ANP3D,MA285ANP-3
广东创恒穗兴达铜业有限公司,严国雯,0763-3636398,广东,清远市,清远市清城区龙塘镇浩良工业园内(地号:G1200524)生产车间之一,stone_16@163.com,91441802MA4UWNJC86,MA4UWNJC-8
广东创新发铜业有限公司,关炽尧,0757-85204188,广东,佛山市,佛山市南海区狮山镇松岗松夏工业园创业南路8号(车间5),781182938@qq.com,91440605778331935H,77833193-5
广东富之源铜业有限公司,侯林杰,—,广东,揭阳市,广东省揭西县金和镇南山尾村沙母路中段,402233636@qq.com,91445222MA4WQGEU39,MA4WQGEU-3
广东楚一铜业有限公司,杨麟胜,0757-88858932,广东,佛山市,佛山市高明区杨和镇杨梅第三工业区,master@fs-choice.com; 1090116779@qq.com,91440600733104843G,73310484-3
广东海亮铜业有限公司,朱张泉,0750-5605690；0750-5619288；010-0134-26753001,广东,江门市,台山市水步镇龙山路53号,songyaowu@hailiang.com,91440781334760851L,33476085-1
广东高特铜业有限公司,蔡荣山,0763-3718836,广东,清远市,清远市清城区石角镇有色金属加工制造业基地南兴路2号,1103496551@qq.com,91441802574529755B,57452975-5
广德亨通铜业有限公司,钱福林,0563-6808996；0563-6808955,安徽,宣城市,安徽省宣城市广德县新杭经济开发区(流洞村),gdht_ah@htgd.com.cn; gdht-ah@htgd.com.cn,913418225888686431,58886864-3
广德新昌铜业有限公司,阮圣斌,0563-6089458,安徽,宣城市,安徽省宣城市广德市新杭镇工业园,gxygm1970@163.com,91341822750982613K,75098261-3
广昌县众发铜业有限公司,王同燕,0794-3688988；0794-3630555,江西,抚州市,江西省抚州市广昌县工业园区,345125716@qq.com; 645272379@qq.com; wuannie1123@163.com,913610306809252760,68092527-6
广昌县华能铜业有限公司,肖建明,0794-3637118,江西,抚州市,江西省抚州市广昌县工业园区,huanengtongye@163.com; huanentongye@163.com,913610306724069783,67240697-8
怡江（厦门）铜材有限公司,陈媚,5986051,福建,厦门市,厦门火炬（翔安）产业区翔岳路69号203单元,,91350200685268236Q,68526823-6
昆山大桥铜材有限公司,胡建星,—,江苏,苏州市,昆山市玉山镇城北北门路东侧,1364879845@qq.com,91320583772452525Q,77245252-5
杭州勇华铜材有限公司,朱加勇,0571-58305882；0571-58305885；0571-58305809,浙江,杭州市,建德市梅城镇顾家开发区,,91330182MA27X90H0N,MA27X90H-0
杭州振兴铜业有限公司,黄朝进,0571-64585738,浙江,杭州市,浙江省建德市大同镇丰畈村(工业功能区内),,913301827654848958,76548489-5
杭州金博铜业有限公司,叶子平,0571-88780487,浙江,杭州市,杭州余杭区瓶窑镇凤都村,,91330110685840829B,68584082-9
株洲鑫盛铜材加工有限公司,符金荣,0731-28421240,湖南,株洲市,株洲市荷塘区仙庾镇,,91430202770099860A,77009986-0
江阴市盛园铜材有限公司,张兴良,—,江苏,无锡市,江阴市申港街道申南村前河村168号,,913202817382765214,73827652-1
河北大无缝建昌铜业有限公司,刘振祥,0312-5109888,河北,保定市,安新县建昌村,lp5352662@163.com,91130632669061868B,66906186-8
河北大无缝铜业有限公司,马思伟,0312-8738052,河北,保定市,河北省安新县保新公路南侧,,91130632679909463R,67990946-3
河北金益铜业有限公司,刘美彤,0317-5221315；0317-5339865；0317-5228333,河北,沧州市,河北省沧州市黄骅市开发区金江路1号,hhjydcx@163.com,91130983109733873C,10973387-3
河南七星铜业有限公司,杨国勇,0373-7039113；0373-7039112；0373-5420369,河南,新乡市,新乡市新秀路东段,qixingtongye@163.com; 1175899377@qq.com; ligonghui@139.com,91410704173189817J,17318981-7
河南三丰铜业有限责任公司,唐成河,0372-2744820,河南,安阳市,安阳市产业集聚区(龙安区中州路南段路西),sftybgs@126.com,914105067751029771,77510297-7
河南盛世新星铜业有限公司,贾增奎,—,河南,郑州市,河南省郑州市巩义市鲁庄镇西侯村6组,tao121675@sina.com; 2310230780@qq.com,91410181MA46073K1P,MA46073K-1
河南省世达铜业有限公司,霍建都,—,河南,郑州市,巩义市产业集聚区,462131509@qq.com,91410181MA443MPM3Q,MA443MPM-3
河南省新乡恒鑫铜业有限公司,赵兴太,0373-5427911；0373-5428772；0373-5411885,河南,新乡市,新乡市凤泉区大块镇块村营,271030190@qq.com; guoying88521@126.com,91410704725841800B,72584180-0
河南省新昌铜业有限公司,柴兴臣,0371-85022078；0371-85020592；0371-4233560,河南,郑州市,巩义市产业集聚区,675078803@qq.com,91410181727009241L,72700924-1
河南省金鹏铜业有限公司,周立锋,0372-6237330；0372-6228102；0372-6228102-8221,河南,安阳市,汤阴县铁东路南段107国道东侧,yubeitongye2007@163.com,91410523785069496P,78506949-6
湘潭市异型铜材厂有限公司,杨增权,0731-58563508,湖南,湘潭市,湘潭市高新区丝绸南路德国工业园火炬路7号,,914303001847379705,18473797-0
灌南县炬鑫铜业有限公司,王建荣,0518-83339212,江苏,连云港市,灌南县经济开发区东区,1095110100@QQ.COM; 1095110100@pp.com,91320724696704865T,69670486-5
中国电信集团有限公司唐山曹妃甸昱海澜湾营业厅,陈伟,—,河北,唐山市,曹妃甸工业区临港商务区昱海澜湾4区D段1层4-4号,18903153878@189.cn,91130230MA0EGN4W7T,MA0EGN4W-7
中国雄安集团有限公司,张维亮,0312-5670718,河北,保定市,河北省保定市容城县容美路2号,,91130000MA08TH5G1J,MA08TH5G-1
中海石油中捷石化有限公司,许加海,0317-6903191；0317-5808986,河北,沧州市,沧州渤海新区中捷产业园区,ucnooc@163.com,91130931723359121J,72335912-1
保定市粮油贸易公司,曹德录,0312-3027265,河北,保定市,保定市百花西路,lmgs3027265@163.com,91130600105941181E,10594118-1
兴隆县自来水公司,李志强,0314-5053139,河北,承德市,兴隆县兴隆镇南土门村(县技术监督局东侧),cdxlzls@163.com,91130822E102523182,E1025231-8
冀中能源国际物流集团有限公司,许登旺,0310-5801894；0310-5801818,河北,邯郸市,河北省邯郸市经济开发区联纺东路588号总部基地5号楼16层,,911304055673951387,56739513-8
冀中能源集团有限责任公司,杨国占,0319-2068368,河北,邢台市,邢台市桥西区中兴西大街191号,jznyflzx@163.com,91130500784050822M,78405082-2
冀资河北置业有限公司,刘建全,0311-68001139,河北,石家庄市,河北省石家庄市桥西区站前街8号金创大厦商务楼405房间,1579422445@qq.com,91131102MA08E7WK74,MA08E7WK-7
唐山市丰南建设投资有限公司,冯秀杰,0315-8185362；0315-8189743；0315-8189742,河北,唐山市,丰南区国丰大街126号,,911302826827898965,68278989-6
唐山申创热电有限公司,张英,022-69386076,河北,唐山市,唐山市芦台经济开发区场部,,91130296MA0EGW8U0R,MA0EGW8U-0
国家石油天然气管网集团有限公司建设项目管理分公司,赵赏鑫,—,河北,廊坊市,河北省廊坊市经济技术开发区一号路106号新亚大厦916-918室,,91131001MA0EP1WQ59,MA0EP1WQ-5
平山县城建投资有限公司,杨延景,0311-8290168；0311-82900168；0311-82911454,河北,石家庄市,平山县平山镇建设北大街建设局院内,psctgs@163.com,91130131798408688K,79840868-8
廊坊市城市建设投资开发有限公司,杨福炬,0316-5907959；0316-5907960；0316-2228062,河北,廊坊市,廊坊市广阳区广阳道20号,lfchengtou@126.com,91131000721619591X,72161959-1
开滦（集团）有限责任公司,张建公,0315-2827307；0315-3022440,河北,唐山市,河北省唐山市新华东道70号,flbgs@kailuan.com.cn,91130000104744522D,10474452-2
张家口泰浩建材科技有限公司,刘树财,—,河北,张家口市,河北省张家口市尚义县经济开发区五环机械有限公司院内,,91130725MA0EQGPH34,MA0EQGPH-3
张家口蔚县源恒建设发展集团有限公司,韩森,0313-7015689；0313-7213492,河北,张家口市,河北省张家口市蔚县蔚县蔚州镇人民路69号,,91130726684321437U,68432143-7
承德避暑山庄旅游集团森林空气科技开发有限责任公司,王建宇,0314-7577115,河北,承德市,河北省承德市御道口牧场总场,,91130828MA08NTA45W,MA08NTA4-5
曹妃甸国控投资集团有限公司,郑树森,0315-8859720,河北,唐山市,中国(河北)自由贸易试验区曹妃甸片区曹妃甸工业区市政服务大厦B座9019室,cfdgktzjt@163.com,91130230MA097NMN49,MA097NMN-4
河北南水北调中线调蓄库建材有限公司,杨忠,—,河北,保定市,保定市徐水经济开发区富园路北法治街东,,91130609MA0EN62202,MA0EN622-0
河北国运项目管理有限公司,李忠青,—,河北,沧州市,河北省沧州市沧县旭弘大厦A座二层A242室,,91130921MA0FAJ7A37,MA0FAJ7A-3
河北壹方天江药业有限公司,程学仁,—,河北,保定市,安国市现代中药工业园区一路,343223892@163.com,91130683MA0EHC734M,MA0EHC73-4
河北建设投资集团有限责任公司,李连平,0311-85288800；0311-85288816,河北,石家庄市,石家庄市裕华西路9号裕园广场A座,jtcwb@163.com,91130000104321511R,10432151-1
河北昌泰建设发展集团有限公司,张涛,0311-85965216；0311-85963777,河北,石家庄市,石家庄高新区黄河大道151号,1625105782@QQ.COM,91130101MA07P2YA3X,MA07P2YA-3
河北港口集团有限公司,曹子玉,0335-3092634；0335-3093934,河北,唐山市,唐山市曹妃甸综合服务区(三加)金岛大厦D座,jinjingfang@portqhd.com,911300007415436008,74154360-0
河北省冀财公共事业投资有限公司,张烈,0311-66651796,河北,石家庄市,石家庄市新华区中华北大街122号,1013653339@qq.com,91130000MA08HMJY6H,MA08HMJY-6
河北省商业进出口公司,李春林,0311-86273671；0311-86273679；0311-86273675；0311-86273676,河北,石家庄市,石家庄市桥西区站前街8号,hbciec@126.com,91130100104322266R,10432226-6
河北省国富农业投资集团有限公司,王广田,0311-67692870；0311-87878125,河北,石家庄市,河北省石家庄市桥西区槐安东路90号国富大厦16-17层,,911300007356255034,73562550-3
河北省建筑科学研究院有限公司,强万明,0311-89919593；0311-85894084,河北,石家庄市,河北省石家庄市鹿泉区上庄镇槐安西路395号,master@hebabr.com,91130000401701385C,40170138-5
河北高科智城运营服务有限公司,高炜,0311-85965156,河北,石家庄市,石家庄高新区黄河大道151号,,91130101MA0EUCPU0P,MA0EUCPU-0
河北高速公路集团有限公司,王普清,0311-66620991,河北,石家庄市,河北省石家庄高新区黄河大道136号2号楼16层1618、1619,,91130000MA0E5M0N5J,MA0E5M0N-5
丞家（北京）公寓管理有限公司,张雨,—,北京,北京市,北京市朝阳区日坛北路17号院2号楼6层1单元601号01室,zhangyu@cjia.com,91110105MA00FL2P30,MA00FL2P-3
中国海洋置业有限公司北京物业管理分公司,韩建华,010-63405053；010-63320332；010-63322192；010-59445723,北京,北京市,北京市海淀区北蜂窝2号213室,zhzy_wy@163.com,91110108082831034N,08283103-4
九州恒辉物业管理（北京）有限公司,田义,010-64667832,北京,北京市,北京市朝阳区亮马桥路48号写字楼101室,weihy@jchfwy.cm,911101055620501815,56205018-1
北京久好物业管理有限公司,王立红,010-85804052,北京,北京市,北京市朝阳区五里桥二街1号院7号楼1层0125,541551625@qq.com,91110105MA007JM90P,MA007JM9-0
北京乐乎公寓物业管理有限公司,罗意,010-53652598；010-64820810,北京,北京市,北京市密云区经济开发区兴盛南路8号开发区办公楼501室-2494(经济开发区集中办公区),rhl@lefull.cn,911101060996429269,09964292-6
北京京投睿德物业管理服务有限公司,潘长青,—,北京,北京市,北京市门头沟区潭柘寺镇人民政府院内西楼202室,tianxd@600683.com,91110109MA018QH007,MA018QH0-0
北京人保物业管理有限公司西城分公司,张万浩,010-69009903；010-83913570；010-83913333,北京,北京市,北京市西城区西长安街88号333室,rbwy_xc@163.com,91110102571251401T,57125140-1
北京先锋华园物业服务有限公司,黄蕾豫,010-89929122；010-84243014,北京,北京市,北京市朝阳区霄云路28号院2号楼14层1401,puliang@ucfgroup.com,91110105092423579R,09242357-9
北京北投商业地产经营管理有限公司,来金节,010-54377230；010-84377230；010-67347234；010-84374812；010-84374805,北京,北京市,北京市朝阳区湖景东路9号2-1311,liumei@btsydc.com,91110105567441448G,56744144-8
北京华服物业管理有限责任公司昌平分公司,何寅虎,010-80161151；010-80161158；010-80161181,北京,北京市,北京市昌平区沙河镇黄河北街1号院2号楼131,lvyang2012@cnpc.com,91110114089645891H,08964589-1
北京华服物业管理有限责任公司朝阳分公司,张海峰,010-63592018；010-63599018,北京,北京市,北京市朝阳区太阳宫南街13号楼101内5层502室,yangjm01@cnpc.com.cn,91110105089652397Q,08965239-7
北京华联第一太平商业物业管理有限公司,池伟,010-56938795；010-56938799,北京,北京市,北京市大兴区祥云路北四条208号1幢107室,liu.y@bhgsj.com,911100003179972247,31799722-4
北京嘉盛兴业物业管理有限公司,李彪,010-84792521,北京,北京市,北京市朝阳区酒仙桥路26号院2号楼1至2层B09-2,13693141081@139.com,91110105569532802Y,56953280-2
北京天鸿宝地物业管理经营有限公司第五分公司,李志强,010-69807951,北京,北京市,北京市门头沟区石龙南路10号A-240室,63439069@qq.com,91110109MA008QB60Q,MA008QB6-0
北京安河仁嘉物业管理有限公司,潘永卫,010-62454201,北京,北京市,北京市海淀区北安河路22号,2280611825@qq.com,911101080592007281,05920072-8
北京宏远第一太平戴维斯物业管理有限公司,段晓涛,010-64549966；010-64549966-8017,北京,北京市,北京市顺义区金穗路2号院4号楼1层104室,postmaster@hysav.com.cn,91110113MA01FPKJ0W,MA01FPKJ-0
北京搜厚物业管理有限公司望京分公司,徐晋,010-57076688,北京,北京市,北京市朝阳区阜通东大街1号院6号楼5层220603,duzhanxing@sohochina.com,91110105082852361W,08285236-1
北京春海建设发展有限公司二分公司,刘万宝,—,北京,北京市,北京市顺义区杨镇地区齐家务村果园路54号101室,2431675684@qq.com,91110113MA01BFD1XA,MA01BFD1-X
北京深蓝动力物业管理服务有限公司,危莹,—,北京,北京市,北京市密云区溪翁庄镇环湖路66号镇政府1号楼110室-3255(溪翁庄镇集中办公区),1150304316@qq.com,91110105MA019TF1X3,MA019TF1-X
北京空港新苑物业管理有限公司,李全兴,010-89213307,北京,北京市,北京市大兴区榆垡镇榆顺路12号1-18室,bjkgxywyzhbgg@126.com,91110115MA01CB732E,MA01CB73-2
北京置汇物业管理有限公司,林思灵,010-65204800；010-65204839,北京,北京市,北京市东城区王府井大街269号院1号楼B1层-115d,catherine.fu@hkland.com,91110101089639213P,08963921-3
北京蒲公英物业管理有限公司,孟繁蕊,—,北京,北京市,北京市房山区月华南大街19号院1号楼5层548,,91110111MA0072RX2B,MA0072RX-2
北京长晟物业管理有限公司,渠敬亮,—,北京,北京市,北京市大兴区旧桥路25号院7号楼6层606,502672818@qq.com,91110105330296641K,33029664-1
北京阳光将台物业管理有限责任公司,杨志强,010-64354135,北京,北京市,北京市朝阳区将台乡将府锦苑三号院2号楼首层东侧,3237432046@qq.com,91110105MA004TKF8X,MA004TKF-8
北京颐堤港物业服务有限公司,李明,010-84260660,北京,北京市,北京市朝阳区酒仙桥路20号23层2310单元,clarissali@indigobeijng.com,9111010556947282X1,56947282-X
华润置地（北京）物业管理有限责任公司海淀分公司,熊翊华,010-66006666,北京,北京市,北京市海淀区清河中街68号5层L510,wucaicheng@crland.com.cn,91110108MA018W1F83,MA018W1F-8
幸福基业物业服务有限公司北京丰台分公司,郭仕刚,010-58033176,北京,北京市,北京市丰台区汽车博物馆西路8号院2号楼3层312,gongsilianxiren@cfldcn.com,91110106352956989K,35295698-9
幸福基业物业服务有限公司北京房山分公司,郭仕刚,—,北京,北京市,北京市房山区张坊镇蔡家口村村委会南30米,gongsilianxiren@cfldcn.com,91110111MA01ABX612,MA01ABX6-1
广东碧桂园房地产信息咨询有限公司北京分公司,袁恒锋,010-56297668；010-59267668；010-59297668,北京,北京市,北京市朝阳区东三环北路8号2号楼1层101、102、115、116室2层201室,bgy_bjzt@163.com,911101050828142855,08281428-5
德贝斯特（北京）物业管理有限公司,马克西米兰.特切纳尔（MAXIMILIAN TEICHNER）,010-84716168；010-84716185,北京,北京市,北京市朝阳区望京中环南路7号6幢3层,chaobo.liu@dbest-fm.com,91110105080528816K,08052881-6
四川省宜宾市叙府粮油制品有限公司,陈建勋,0831-8225885,四川,宜宾市,宜宾市翠屏区西街220号,740010811@qq.com,915115022089005850,20890058-5
四川省川粮油脂有限公司,黄小川,028-61608581,四川,绵阳市,四川省三台县潼川镇南河路11号,984918161@qq.com,91510722731628141T,73162814-1
四川省广汉市油脂有限公司,彭龙,0838-5400055,四川,德阳市,四川省德阳市广汉市向阳经济开发区(张华村),767634583@qq.com,91510681620886973C,62088697-3
四川省德福油脂有限公司,张健,0835-3222394,四川,雅安市,雅安市名山区蒙阳镇陵园路224号,1281119337@qq.com,91511803211000473G,21100047-3
大连金石粮油食品有限公司,杨淑凤,0411-87361780；0411-87373980,辽宁,大连市,辽宁省大连普湾新区三十里堡街道办事处红果村安乐屯288号,542360486@qq.com,91210200751587906J,75158790-6
大通县富海粮油有限责任公司,陈常福,—,青海,西宁市,大通县宁张公路42公里处西侧,275218035@qq.com,916301216985309184,69853091-8
天津东方雷格工贸有限公司,张连江,—,天津,天津市,天津市宝坻区霍各庄镇津围公路北侧,86495840@qq.com,91120224741385059E,74138505-9
天津东盛油脂有限公司,韩士宇,022-29838436,天津,天津市,蓟县尤古庄镇东,15620360608@126.com,911202257925149572,79251495-7
山东香驰粮油有限公司,刘连民,0543-2617798；0543-2617988,山东,滨州市,山东省滨州市博兴县工业园,liangyou@xiangchi.com,91371625727554338K,72755433-8
山东鲁味花生油有限责任公司,张伟,—,山东,泰安市,山东省泰安市新泰市谷里镇后北佐村商业街2号,18769888181@qq.com,91370982MA3N34YH6W,MA3N34YH-6
山东鲁姬香食品有限公司,李艳,—,山东,济宁市,山东省济宁市曲阜市经济开发区西区长春路西段北侧,630796624@qq.com,91370881MA3R2R183R,MA3R2R18-3
山东鲁帝集团有限公司,赵洪春,0543-4716866,山东,滨州市,邹平县九户镇都路平村,jhhqyz288@163.com,9137162668321789XW,68321789-X
广州市胜龙食品有限公司,王维胜,—,广东,广州市,广州市白云区太和镇永兴北路9号,2355436317@qq.com,914401116893303755,68933037-5
广州市金晨油脂有限公司,蔡伟光,020-82520223,广东,广州市,广州市番禺区石楼镇裕丰村石清公路655号五街二号之二,fgsd@163.com,914401135583805837,55838058-3
广州康华油脂有限公司,曹嘉康,—,广东,广州市,广州市番禺区大石街礼村村富石路360号(自主申报),,91440101MA5CW3D37L,MA5CW3D3-7
江苏欣盛植物油脂有限公司,张华,0511-86970378,江苏,镇江市,丹阳市延陵镇行宫,cnricebranoil@outlook.com,913211817168730695,71687306-9
江苏民康油脂有限公司,姜波,0517-84920602,江苏,淮安市,淮安市淮阴区长江东路188号,jsmkyz@163.com,9132080414008009XP,14008009-X
江苏永元粮油食品集团有限公司,蒋建华,—,江苏,淮安市,江苏金湖经济开发区金荷路201号,13813332358@163.com,91320831MA1W0EGX8E,MA1W0EGX-8
江苏永友食品科技有限公司,施启平,0513-66908890,江苏,南通市,如皋市长江镇泓北沙路6号,229120158@qq.com,91320682094152522F,09415252-2
江苏汇福油脂科技有限公司,王振山,0523-80821288；0523-80821191,江苏,泰州市,泰州市高港区永安洲镇疏港北路西侧,jiangsuhuifu@163.com,91321200093491258C,09349125-8
江苏汇福蛋白科技有限公司,王振山,0523-80821288；0523-80821119,江苏,泰州市,泰州市高港区永安洲镇疏港北路西侧,jiangsuhuifu@163.com,91321200093491637X,09349163-7
湖北奥星粮油工业有限公司,梁红星,0710-8222577；0710-8220022,湖北,襄阳市,老河口市城东大道西侧,hbaxly@163.com,91420682793272582P,79327258-2
湖北奥龙粮油工业有限公司,刘恩国,0710-87654321；0710-7183581,湖北,襄阳市,湖北谷城县石花镇武当路,2242453832@QQ.COM,914206256884870200,68848702-0
湖北宜恒茶油产业科技有限责任公司,吴楚银,0718-8201199,湖北,恩施土家族苗族自治州,恩施市龙麟宫路200号,172054680@qq.com,914228017987713563,79877135-6
湖北广然粮油科技有限公司,陆智敏,—,湖北,黄冈市,武穴市龙坪镇朱河村3号,zhenzhuyouzhi@163.com,91421182MA490LCG7Y,MA490LCG-7
湖北康宏粮油食品有限公司,程菁菁,—,湖北,黄冈市,黄梅县濯港镇十里,KH3383008@163.COM,91421127751039555M,75103955-5
黑龙江红兴隆农垦清河油脂有限公司,姚华星,0469-5393010,黑龙江,双鸭山市,黑龙江省双鸭山市宝清县八五三农场兴华区9委22幢01号,29137591@qq.com,91233002758657348H,75865734-8
黑龙江红油坊食品有限公司,朱文霞,0452-2349777,黑龙江,齐齐哈尔市,黑龙江省齐齐哈尔市铁锋区扎龙镇向阳村村东果园路北,hongyoufang-2020@163.com,91230204MA19G04U50,MA19G04U-5
黑龙江绿金食品有限公司,吴勇,0452-4327988,黑龙江,齐齐哈尔市,黑龙江省齐齐哈尔市克东县克东镇北门外路东,liuyanjiao@lava-spring.com,91230200786021400A,78602140-0
黑龙江翰德粮油有限公司,李峰,—,黑龙江,哈尔滨市,双城市青岭乡兴民村,1220374360@qq.com,91230113MA18YL500G,MA18YL50-0
上海海阳保安服务股份有限公司,黄轲,021-65390000；021-53085505,上海,上海市,上海市杨浦区翔殷路128号12号楼二楼B座203室,ruixue.sun@haiyang-group.com; yaoyuan@haiyang-group.com,91310000583431514A,58343151-4
上海煜诚保安服务有限公司,徐国平,021-58998926；021-58997199,上海,上海市,上海市浦东新区金桥路2446号106室,1657011922@QQ.COM; xuguoping0303@hotmail.com; 1657011922@qq.com,91310115072995537R,07299553-7
中安保安服务有限公司,吴刚,010-61264695,北京,北京市,北京市西城区广安门外大街305号荣丰嘉园C3座0732室,zabags@126.com; ZABAGS@126.com,91110102777660016B,77766001-6
伊金霍洛旗华泰保安服务有限责任公司,王福华,0477-8335624,内蒙古,鄂尔多斯市,伊旗阿镇乌兰佳苑小区南门17号底商,873041115@qq.com,911506275756527559,57565275-5
光泽县金剑保安有限公司,刘贵军,0599-7937796,福建,南平市,光泽县南巷12号,,913507237869084233,78690842-3
内蒙古鹏泰保安服务有限责任公司,刘玉鹏,—,内蒙古,锡林郭勒盟,锡林郭勒盟锡林浩特市经济开发区晟世豪庭19号楼2单元902,1458362256@qq.com; 1085684190@qq.com,911525023184393712,31843937-1
北京怀保保安服务有限公司,郑古义,010-64378359,北京,北京市,北京市怀柔区庙城镇霍各庄村318号,bjhbba@126.com,911101167214846904,72148469-0
北京金蓝盾保安服务有限公司,李海朋,010-56610018,北京,北京市,北京市朝阳区青年路27号院3号楼305室,lhpdxl@163.com,91110105802871510J,80287151-0
华之盾保安服务（北京）有限公司,王继峰,—,北京,北京市,北京市通州区马驹桥镇大葛庄村232号,27150644@qq.com,92110112L16800830C,L1680083-0
吉林市江城保安有限责任公司,马卓,0432-62574110；0432-65156897,吉林,吉林市,吉林省吉林市昌邑区维昌街28号阳光广场8层037号,949640090@qq.com; 576278510@qq.com; 1216463401@qq.com,91220201124485433R,12448543-3
吕梁国投保安服务有限公司,薛少平,0358-3370298,山西,吕梁市,吕梁市离石区凤山路81号,549889992@qq.com; 1973059297@qq.com; llgtba@163.com,911411007885238187,78852381-8
太原市保安服务有限公司,郭强,0351-5696316,山西,太原市,太原市杏花岭区小沟街22号(龙翔苑小区)9号楼3、4层,532698831@qq.com,91140100110101777U,11010177-7
山东振邦保安服务有限责任公司,孙久涛,0531-58531096；0531-5853107；0531-58531097；0531-88560998,山东,济南市,济南市高新区新宇路750号5号楼2-301,jinan_baoan@163.com; zbba1988@163.com; zhenbang@jnba.cn; 351344991@qq.com,91370100163157512K,16315751-2
山西雪豹保安服务有限公司,韩靖平,0351-3955908,山西,太原市,太原市杏花岭区坝陵南街东大盛世华庭A1座1005号,823557248@qq.com; 1943627296@qq.com,91140000588514650E,58851465-0
广东中保华安保安服务有限公司,孔宪明,020-85260149,广东,广州市,广州市天河区龙口东横街28号中辉广场东塔25楼自编2511房,liujingyi@chinesesecurity.com.cn; 369213130@qq.com; 823475547@qq.com,914401016797460009,67974600-0
广东国保保安服务集团有限公司,吴伟军,0755-89696110；0755-89215879,广东,深圳市,深圳市龙岗区平湖街道富安大道华南城铁东物流区11栋3层303,lwailing@163.com; 522462691@qq.com,91441602580054653L,58005465-3
广东鹏祥保安服务有限公司,夏明明,0775-88877110；0755-88877110；0755-27288299,广东,深圳市,深圳市光明区马田街道马山头社区钟表基地格雅科技大厦1栋1101,18926798122@189.com; 1515075690@QQ.com; 18926798158@189.com; 1965828339@qq.com,914403005635284581,56352845-8
枣庄国银保安服务有限公司,李祥成,0632-3211178；0632-3211106；0632-3211103,山东,枣庄市,山东省枣庄市高新区复元四路259号,506715061@qq.com; bazgs106@163.com; zzbags@163.com; bazgs8919@126.com,91370400164441689G,16444168-9
江苏猎狐保安服务有限公司,万振华,—,江苏,苏州市,昆山开发区富尔路26-1号,706979334@QQ.COM; 815105978@qq.com; 706779334@QQ.COM,91320583591149615P,59114961-5
江西威盾保安服务有限公司,刘燕,0797-8176117,江西,赣州市,江西省赣州市章贡区长征大道3号丰德园小区东侧2楼,645378954@qq.com; 544031193@qq.com,91360700071841747M,07184174-7
河南华德保安集团有限公司,丁华,—,河南,周口市,鹿邑县红星街,649828506@qq.com; 1029785438@qq.com,91411628567262175F,56726217-5
河南皇甲特卫保安服务集团有限公司,吕文启,—,河南,郑州市,郑州市郑东新区龙子湖湖心岛湖心环路27号湖心环路与湖心一路23层,2308217760@qq.com,914101005686398949,56863989-4
河南蓝盾保安服务有限公司,许留根,—,河南,郑州市,郑州市郑东新区祥盛街3号2号楼4层406号,719828294@qq.com; 1337105016@qq.com; landunbaoan@yeah.net,91410100067596398G,06759639-8
浙江华卫保安服务有限公司,李训平,0579-82926288；0579-82315923,浙江,金华市,浙江省金华市金东区赤松路下杨党群服务中心三楼(自主申报),,913307035877727030,58777270-3
深圳市蛇口保安服务有限公司,邓敏,0755-26828183,广东,深圳市,深圳市前海深港合作区临海大道59号海运中心主塔楼1107号,190634287@qq.com; xuting521314@yeah.net,914403001924401813,19244018-1
深圳市鹏诚卫保安服务有限公司,张豫莹,0755-28886669,广东,深圳市,深圳市罗湖区清水河街道清水河社区清水河一路52号博兴大厦11A03室,313989192@qq.com; 1984782053@qq.com; 3308485147@qq.com,914403005586826882,55868268-8
湖北中安保安服务集团有限公司,朱俊刚,—,湖北,武汉市,武汉市黄陂区前川街新城工业园六层,yt5299@163.com; yt5299@126.com; 1752200356@qq.com,914201165879757707,58797577-0
湖北兴安保安集团有限公司,陈能新,0715-8323131,湖北,咸宁市,咸宁经济开发区书台街9号,xags1998@163.com,91421200788151460C,78815146-0
湖南省湘安保安服务有限责任公司,谭仁桂,—,湖南,长沙市,湖南省长沙市芙蓉区远大路湖南司法警官职业学院二培训楼三楼,362402121@qq.com; 362402121@QQ.COM,91430102673568880W,67356888-0
神之盾保安集团有限公司,姜吉奎,—,北京,北京市,北京市顺义区北务镇政府街9号-458,shenzhidunbaoan@qq.com; 705517697@qq.com; 75517697@qq.com; 420318535@qq.com,911101137546523636,75465236-3
