企业名称,法定代表人,联系电话,省份,城市,地址,邮箱,网址,经营范围,企业类型,注册资本（万元）,币种,成立日期,统一社会信用代码,所属行业,行业代码,是否有进出口贸易,组织机构代码,经营状态,股票代码,公司名称,英文名称,公司网址,上市市场,公司业务,港股股份数目,主席,主要持股人,董事,公司秘书,注册办事处,公司总部,股份过户登记处,核数师,主要往来银行,法律顾问,电邮地址,区县,参保人数,注册资本,统一信用代码,公司代码,上市板块,A股代码,A股简称,A股上市日期,A股总股本(万股),A股流通股本(万股),B股代码,B股简称,B股上市日期,B股总股本(万股),B股流通股本(万股),发行价格,主承销商,公司简介,主营业务
  上海世纪出版股份有限公司科学技术出版社,  毛文涛,  021-64089888,  上海,  上海市,  上海市黄浦区瑞金二路450号,  sstp-n@sstp.cn,  http://www.sstp.cn,"  出版自然科学、应用科学和工业、交通、农业、医药卫生图书、科普图书。根据(90)新出图字第1505号文件,该社可以安排台港澳版科技图书的出版;设计、制作、代理、发布各类广告。",  股份有限公司分公司(国有控股),  ,  ,  2006-03-09,  9131010178723255X1,  R 文化、体育和娱乐业,  8621,  ,  78723255-X,,,,,,,,,,,,,,,,,,,,  黄浦区,,,,,,,,,,,,,,,,,,,
  上海世纪出版（集团）有限公司,  王岚,  021-53594508,  上海,  上海市,  钦州南路81号19楼,  sjgfgs@163.com; sjcbjt@sina.com,  http://www.shcpg.com.cn/sjcb/index.aspx,"  图书、报刊的批发兼零售,实业投资,国内贸易及其咨询服务。",  有限责任公司(国有独资),  10000,  人民币,  1999-07-14,  91310000425203794L,  R 文化、体育和娱乐业,  8621,  ,  42520379-4,,,,,,,,,,,,,,,,,,,,  徐汇区,,,,,,,,,,,,,,,,,,,
  上海交通大学出版社有限公司,  谈毅,  021-60823835；021-61675218；021-64073126,  上海,  上海市,  上海市徐汇区番禺路951号北一楼,  303005381@qq.com; bookinfo@sjtu.edu.cn,  www.jiaodapress.com.cn,"  图书出版(见登记证出书范围),期刊出版(见许可证出版范围),计算机图文设计、制作,利用自有媒体发布各类广告,展览展示服务,计算机软件、电子技术专业领域内的技术开发、技术服务、技术咨询、技术转让,会务服务。",  有限责任公司（非自然人投资或控股的法人独资）,  1963,  人民币,  2002-12-27,  91310104E78812318F,  R 文化、体育和娱乐业,  8621,  ,  E7881231-8,,,,,,,,,,,,,,,,,,,,  徐汇区,,,,,,,,,,,,,,,,,,,
  中国新闻发展有限责任公司,  储学军,  010-63071600；010-63076837；010-63074230,  北京,  北京市,  北京市西城区宣武门西大街57号,  349293815@qq.com; sephirothpz@163.com,  ,  新闻采访服务、新闻编辑服务、新闻发布服务、新闻供稿服务；公共关系服务；应用软件服务；计算机系统服务；报刊发行；新闻资料、图册和书刊的翻译；组织记者招待会、新闻发布会；技术转让和维修服务；组织文化、体育、企业公共关系、产品展览及展销活动；销售新闻采编相关设备、印刷设备、纸张、工艺品；制作、代理、发布广告；企业形象策划、咨询；信息咨询；出版物批发；出版物零售；广播电视节目制作。（企业依法自主选择经营项目，开展经营活动；广播电视节目制作、出版物批发、出版物零售以及依法须经批准的项目，经相关部门批准后依批准的内容,  有限责任公司(法人独资),  1200,  人民币,  1984-11-10,  91110000100002599R,  R 文化、体育和娱乐业,  8629,  ,  10000259-9,,,,,,,,,,,,,,,,,,,,  西城区,,,,,,,,,,,,,,,,,,,
  中国日报社,  周树春,  010-64995160,  北京,  北京市,  北京市朝阳区惠新东街15号,  Liuaiguo@chinadaily.com.cn,  http://www.asianewsphoto.com,"  编辑、出版、发行《中国日报》、《商业周刊》、《北京周末》、《上海星报》、《The21stCentury(21世纪英文报);承办自办报纸的国内和外商来华广告业务;为社会提供翻译、印刷,信息服务;组织公关活动、技术、文化交流和文艺活动;组织新闻、信息发布、讲座、辅导、函授、培训活动;提供摄影、洗印、饮食服务;自有房产的出租;设备、汽车的维修;与主兼营业务相关的咨询、服务。(。)",  全民所有制,  5000,  人民币,  1993-08-14,  91110000MA01HN8JXG,  R 文化、体育和娱乐业,  8622,  ,  MA01HN8J-X,,,,,,,,,,,,,,,,,,,,  朝阳区,,,,,,,,,,,,,,,,,,,
  中国经济出版社有限公司,  周志明,  010-68364035；010-88372741；010-68353180,  北京,  北京市,  北京市西城区百万庄北街3号,  postmaster@economyph.com,  http://www.economyph.com,"  出版有关综合性经济政策文件、法规、技术政策文件,培养经济干部和职工学习经济政策方面的教材,以及企业整顿,基层思想政治工作经验汇编书籍(有效期至2021年12月31日);出版与中国经济出版社有限公司已获许可出版的图书内容范围相一致的数字化作品;设计、制作广告;利用自有图书发布广告;会议服务;经济信息咨询。(企业依法自主选择经营项目,开展经营活动;;。)",  有限责任公司(法人独资),  2500,  人民币,  1988-04-24,  91110000100007883B,  R 文化、体育和娱乐业,  8621,  ,  10000788-3,,,,,,,,,,,,,,,,,,,,  西城区,,,,,,,,,,,,,,,,,,,
  二十一世纪出版社集团有限公司,  刘凯军,  0791-86567206；0791-86350261；0791-86535519,  江西,  南昌市,  江西省南昌市西湖区子安路75号,  admin@21.cccc.com; admin@21cccc.com; 21cccc@21cccc.com,  http://www.21cccc.com,  少年儿童图书、期刊的出版发行;出版与本社已获许可出版的图书、期刊内容范围相一致的数字化作品(《互联网出版许可证》有效期至2019年2月16日);信息、咨询服务业务;广告服务业务;第二类增值电信业务中的信息服务业务(仅限互联网信息服务业务)(许可证有效期至2022年12月12日);房屋租赁业务;培训业务;软件的开发、设计、制作、销售;物业管理;文化用品、玩具、文具。,  有限责任公司（非自然人投资或控股的法人独资）,  14000,  人民币,  1990-04-23,  9136000015826206XR,  R 文化、体育和娱乐业,  8621,  ,  15826206-X,,,,,,,,,,,,,,,,,,,,  西湖区,,,,,,,,,,,,,,,,,,,
  北京日报社,  赵靖云,  010-85201039；010-85201234；010-85201254,  北京,  北京市,  北京市东城区建国门内大街20号,  bjrbfwb@163.com; ly_780209@sina.com,  www.bjd.com.cn,"  《北京日报》、《北京晚报》、《京郊日报》编辑、出版、印刷(限分支机构经营)、发行;《新闻与写作》编辑、出版、发行;出版与北京日报社已获许可出版的报纸、期刊内容范围相一致的数字化作品;在《北京日报》、《北京晚报》、《京郊日报》上发布国内及外商来华广告,承办分类广告;承办《新闻与写作》《国家大剧院》国内广告,发布外商来华广告;会议服务;经济信息咨询;出租办公用房;出租商业用房;技术推广服务;销售文化用品;出版《国家大剧院》(期刊出版许可证有效期至2018年12月31日);餐饮服务。(企业依法自主选择经营项目,",  全民所有制,  5000,  人民币,  1998-06-02,  91110101MA007TG9X5,  R 文化、体育和娱乐业,  8622,  ,  MA007TG9-X,,,,,,,,,,,,,,,,,,,,  东城区,,,,,,,,,,,,,,,,,,,
  外语教学与研究出版社有限责任公司,  徐建忠,  010-88819482；010-88819703；010-88819000；010-88819100,  北京,  北京市,  北京市海淀区西三环北路19号外研社大厦南楼,  guojf@fltrp.com; sales@fltrp.com; zhangyang197@fltrp.com,  www.fltrp.com,"  出版本校设置的学科、专业、课程所需教材、教学参考书、工具书、学术专著、译著、适合高等学校教学需要的通俗理论读物、适合中小学生学习的教材及读物(图书出版许可证有效期至2021年12月31日);经济贸易咨询;生产、加工计算机软硬件;计算机系统服务;技术转让、技术咨询、技术服务、技术开发;计算机技术培训;产品设计,教育咨询;组织文化艺术交流活动;承办展览展示活动;出租商业用房;货物进出口;销售文化用品。(企业依法自主选择经营项目,开展经营活动;;。)",  有限责任公司(法人独资),  60000,  人民币,  2005-04-25,  91110108H526282581,  R 文化、体育和娱乐业,  8621,  是,  H5262825-8,,,,,,,,,,,,,,,,,,,,  海淀区,,,,,,,,,,,,,,,,,,,
  山西日报社,  郭玉福,  0351-4282225；0351-4282356,  山西,  太原市,  太原市双塔寺街124号,  sxrbbgs@163.com; shanxiribaoshe@163.com,  www.sxrbw.com,  印刷(仅限分公司使用)及发行报纸、书刊、画册;刊登广告;印刷物资供应、印刷技术服务及转让、信息咨询、函授培训;研究印刷新技术、开发新产品、工艺设计;彩编服务、摄影摄像、小养殖、住宿(仅限分公司使用);图片扩印;广告业务;会议及展览服务;音像制品制作;电子出版物制作;其它专业咨询。,  全民所有制,  3394.8,  人民币,  1989-10-26,  91140000110011093R,  R 文化、体育和娱乐业,  8622,  ,  11001109-3,,,,,,,,,,,,,,,,,,,,  迎泽区,,,,,,,,,,,,,,,,,,,
  广东南方报业传媒集团有限公司,  刘红兵,  020-87373998；020-83003296；020-83003297,  广东,  广州市,  广州市越秀区广州大道中289号,  yangliujun@126.com; 1041801377@qq.com,  http://www.nfmedia.com,  图书、报纸、期刊的出版，图书、报刊的批发和零售，设计、制作、发布广告，互联网信息服务(以上项目由下属机构凭有效许可证经营)；房地产开发经营、物业管理；书、报、刊寄递服务。,  有限责任公司(国有独资),  56898.8,  人民币,  1990-10-13,  91440000190325737Q,  R 文化、体育和娱乐业,  8621,  ,  19032573-7,,,,,,,,,,,,,,,,,,,,  越秀区,,,,,,,,,,,,,,,,,,,
  广州日报社,  杨清蒲,  020-81883088,  广东,  广州市,  广州市越秀区人民中路同乐路10号,  jtb3302@163.com,  www.gzdaily.com,  广告业;软件开发;计算机房维护服务;信息系统集成服务;通信线路和设备的安装;信息技术咨询服务;智能化安装工程服务;楼宇设备自控系统工程服务;保安监控及防盗报警系统工程服务;计算机网络系统工程服务;室内装饰、装修;室内装饰设计服务;餐饮管理;报纸出版;书、报刊印刷;图书批发;图书、报刊零售;中餐服务;自助餐服务;快餐服务;小吃服务;散装食品批发;散装食品零售;糕点、面包零售;糕点、糖果及糖批发,  全民所有制,  10000,  人民币,  1995-12-05,  914401014553451600,  R 文化、体育和娱乐业,  8622,  ,  45534516-0,,,,,,,,,,,,,,,,,,,,  越秀区,,,,,,,,,,,,,,,,,,,
  延边人民出版社,  梁文花,  0433-2902112,  吉林,  延边朝鲜族自治州,  延吉市长白山东路98号水晶嘉园1号楼5002号,  renmi2112@126.com,  www.ybcbs.com,"  图书出版、发行,策划、制作、发布、代理国内书刊广告,法律、法规允许的进出口贸易;场地租赁。",  全民所有制,  167,  人民币,  1993-02-15,  91222400126330267H,  R 文化、体育和娱乐业,  8621,  ,  12633026-7,,,,,,,,,,,,,,,,,,,,  延吉市,,,,,,,,,,,,,,,,,,,
  新华文轩出版传媒股份有限公司,  何志勇,  028-83157114,  四川,  成都市,  成都市锦江区金石路239号4栋1层1号,  hr_winshare@126.com,  www.winshare.com.cn,"  图书、报纸、期刊、电子出版物销售;音像制品批发(连锁专用);电子出版物、音像制品制作;录音带、录像带复制;普通货运;批发兼零售预包装食品,乳制品(仅限分支机构经营);出版物印刷、包装装潢印刷品印刷和其他印刷品印刷;(以上经营范围有效期以许可证为准)。教材租型印供;出版行业投资及资产管理;房屋租赁;商务服务业;商品批发与零售;进出口业;职业技能培训;教育辅助服务;餐饮业;票务代理。(以上项目,后置许可项目凭许可证或审批文件经营)",  其他股份有限公司(上市),  123384.1,  人民币,  2005-06-11,  915100007758164357,  R 文化、体育和娱乐业,  8621,  是,  77581643-5,,,,,,,,,,,,,,,,,,,,  锦江区,,,,,,,,,,,,,,,,,,,
  新华文轩出版传媒股份有限公司文轩连锁分公司,  鄢振曦,  028-83157370,  四川,  成都市,  成都市锦江区金石路239号4栋1层1号,  530873470@QQ.COM; 530873470@qq.com,  ,"  受主体委托零售国内图书、期刊、电子出版物,音像制品;(以下项目,后置许可项目凭许可证或审批文件经营)房屋租赁;商务服务业;商品批发与零售;进出口业;职业技能培训;教育辅助服务;餐饮业;票务代理。",  其他股份有限公司分公司(上市),  ,  ,  2005-10-13,  9151000077983119XT,  R 文化、体育和娱乐业,  8626,  ,  77983119-X,,,,,,,,,,,,,,,,,,,,  锦江区,,,,,,,,,,,,,,,,,,,
  江苏凤凰出版传媒集团有限公司,  梁勇,  025-83658912；025-83658916,  江苏,  南京市,  南京市中央路165号,  linzhl@ppm.cn; hulihui@ppm.cn,  http://www.ppm.cn,"  省政府授权范围内的国有资产经营、管理、企业托管、资产重组、实物租赁,省政府授权的其它业务。",  有限责任公司(国有独资),  150000,  人民币,  2004-03-17,  91320000765860993K,  R 文化、体育和娱乐业,  8629,  ,  76586099-3,,,,,,,,,,,,,,,,,,,,  鼓楼区,,,,,,,,,,,,,,,,,,,
  江西教育出版社有限责任公司,  廖晓勇,  0791-86710460,  江西,  南昌市,  江西省南昌市东湖区抚河北路291号,  jxjycbs@163.com; JXJYCBS@163.com,  http://www.jxeph.com,"  出版学校和业余教育的教材、教学参考书、教育科学理论、学术著作(有效期至2018年12月31日),配合本版图书出版音像制品(有效期至2025年6月30日),配合本版图书出版电子出版物(有效期至2025年06月30日),从事教育内容互联网出版活动(有效期至2018年10月10日),出版发行《疯狂英语》期刊(有效期至2018年12月31日),出版发行《小学教学研究》期刊(有效期至2018年12月31日),出版发行《小读者之友》期刊(有效期至2018年12月31日);电子产品、木浆及纸张的批发、零售;设计和制作印",  有限责任公司（非自然人投资或控股的法人独资）,  24839,  人民币,  1985-08-26,  91360000158261753Q,  R 文化、体育和娱乐业,  8621,  ,  15826175-3,,,,,,,,,,,,,,,,,,,,  东湖区,,,,,,,,,,,,,,,,,,,
  江西美术出版社有限责任公司,  周建森,  0791-86565661,  江西,  南昌市,  江西省南昌市西湖区子安路66号,  jxms5661@163.com; jxms@jxfinearts.com; Jxms@jxfinearts.com,  http://www.jxfinearts.com,"  画册、连环画、年画、挂历、宣传画、图片、书法等美术等读物和摄影、旅游读物、以及美术理论、技法读物和美术工具书的出版;书刊装订;江西省旅游图、交通图的出版;利用自有媒体发布广告;网络图书出版(许可证有效期至2018年10月10日);读者服务,信息服务;纸张、木浆的批发、零售;电子产品销售;教育咨询;国内贸易。",  有限责任公司（非自然人投资或控股的法人独资）,  13656,  人民币,  1990-05-01,  91360000158262094F,  R 文化、体育和娱乐业,  8621,  ,  15826209-4,,,,,,,,,,,,,,,,,,,,  西湖区,,,,,,,,,,,,,,,,,,,
  河南日报报业集团有限公司,  赵铁军,  0371-65795813；0371-65796203；0371-65798795；0371-65795683,  河南,  郑州市,  郑州市农业路东28号,  hnrbyyglb@163.com,  www.dahejz.net,  报刊、杂志发行；印刷（限分支机构经营）；设计、制作、发布广告；实业投资与管理；文化服务；电子商务；计算机信息服务；技术服务；物流配送服务，物流仓储；（不含危险化学品及易燃易爆品）；食品包装纸的生产和销售。（上述经营范围国家法律法规规定应经审批方可经营的项目，未获审批前不得经营）。,  有限责任公司(国有独资),  100000,  人民币,  2004-12-31,  914100007721691054,  R 文化、体育和娱乐业,  8622,  ,  77216910-5,,,,,,,,,,,,,,,,,,,,  金水区,,,,,,,,,,,,,,,,,,,
  湖北科学技术出版社有限公司,  王力军,  027-87679411,  湖北,  武汉市,  武汉市洪山区雄楚大街268号,  meiwei388@126.com,  http://www.hbstp.com.cn,"  出版各类科技读物,以普及自然科学基础知识和介绍应用技术为主,兼顾提高性读物;以农村科技读物为重点,突出地方特色;有选择地出版国内科技专著及科技工具书(有效期至2018年12月31日)、展览策划服务;利用自身媒体发布广告;与已获许可出版内容相一致的网络(含手机网络)出版(有效期至2025年09月18日);第二类增值电信业务中的信息服务业务。",  有限责任公司（非自然人投资或控股的法人独资）,  3000,  人民币,  1993-06-26,  914200001775697619,  R 文化、体育和娱乐业,  8621,  ,  17756976-1,,,,,,,,,,,,,,,,,,,,  洪山区,,,,,,,,,,,,,,,,,,,
  湖南日报报业集团有限公司,  孔和平,  0731-84326380；0731-84329818；0731-84329184,  湖南,  长沙市,  长沙市开福区芙蓉中路一段442号,  18670083950@163.com; zpy521@21cn.com,  ,  以自有资产进行传媒产业、印刷行业、艺术品投资管理；报刊出版发行（限下属的分支机构凭许可证经营）；广告策划、制作和经营；策划文化交流活动，承办新闻发布会，提供会展服务；开发科教类文化产品、计算机软件；多媒体内容制作、提供电子商务运营平台；销售印刷器材、照相器材、纸质及纸制品、计算机及配件、文化用品、工艺美术品、机械设备、五金交电、建材及装饰材料、金属材料、化工产品（不含危险品和监控化学品）；物流配送。（以上依法须经批准的项目，经相关部门批准后方可开展经营活动）,  有限责任公司(国有独资),  20000,  人民币,  2009-08-10,  91430000694038854A,  R 文化、体育和娱乐业,  8623,  ,  69403885-4,,,,,,,,,,,,,,,,,,,,  开福区,,,,,,,,,,,,,,,,,,,
  甘肃日报报业集团有限责任公司,  王光庆,  0931-8159310；0931-8158068,  甘肃,  兰州市,  甘肃省兰州市城关区白银路123号,  308656467@QQ.COM; 119253876@qq.com,  http://www.gansudaily.com.cn,  广告设计、制作、发布；代理国内各类广告；物业管理、服务；为本公司省内报纸提供网站服务（不含互联网上网服务）；体育用品，工艺美术品、文化用品的批发零售；文化、艺术项目投资；文艺演出策划；文化活动、体育赛事的组织、策划和宣传；会展、论坛的举办及服务；再生资源回收；农机、农资产品销售。报刊发行；书籍、杂志的代理发行、批发及零售；出版物、包装装潢、其他印刷品的印刷与服务；纸张、纸浆、木浆、玉米淀粉、造纸原辅材料、化工原料、印刷耗材批发零售；（许可经营项目仅限分支机构凭许可经营）；企业管理咨询服务；软件开发、销售及,  一人有限责任公司,  8800,  人民币,  2008-08-22,  91620000675935031E,  R 文化、体育和娱乐业,  8622,  ,  67593503-1,,,,,,,,,,,,,,,,,,,,  城关区,,,,,,,,,,,,,,,,,,,
  童趣出版有限公司,  李文,  010-81054171；010-81054115,  北京,  北京市,  北京市东城区夕照寺街14号南楼407室、410室,  wli@childrenfun.com.cn; yydu@childrenfun.com.cn; yydu@childrenfun.com,  http://www.childrenfun.com.cn,  出版发行《米老鼠》连环画月刊中文版;批发国内版图书、报纸、期刊、电子出版物;音乐培训;舞蹈培训;绘画艺术培训;摄影服务;批发玩具、文化用品、体育用品;会议服务;商务咨询;信息咨询。(。),  有限责任公司(台港澳与境内合资),  290,  美元,  1994-08-22,  91110101600040989C,  R 文化、体育和娱乐业,  8626,  ,  60004098-9,,,,,,,,,,,,,,,,,,,,  东城区,,,,,,,,,,,,,,,,,,,
  读者出版集团有限公司,  刘永升,  0931-8773418；0931-8773049；0931-87732049,  甘肃,  兰州市,  兰州市城关区南滨河东路520号,  dzcbjtyxgs@163.com,  http://www.duzehpmc.com,"  省政府授权范围内的国有资产经营、管理、资产重组,文化艺术展览,股权投资与管理,实业投资、物业服务、租赁、酒店管理,省政府授权的其他业务。",  有限责任公司(国有独资),  10000,  人民币,  2006-10-10,  916200007948850143,  R 文化、体育和娱乐业,  8629,  ,  79488501-4,,,,,,,,,,,,,,,,,,,,  城关区,,,,,,,,,,,,,,,,,,,
  重庆出版集团有限公司,  李斌,  023-61520981；023-61520985；023-61520990；023-61520942,  重庆,  重庆市,  重庆市南岸区南滨路162号1幢,  cqszlg@163.com,  http://www.cqph.com,  授权范围内的国有资产经营和管理。,  有限责任公司(国有独资),  38092.97,  人民币,  2005-09-29,  9150000077849438XL,  R 文化、体育和娱乐业,  8629,  ,  77849438-X,,,,,,,,,,,,,,,,,,,,  南岸区,,,,,,,,,,,,,,,,,,,
  上海光怀科技有限公司,  王洁玮,  —,  上海,  上海市,  上海市黄浦区九江路660-686号名义楼层5层(实际楼层4层)502室,  annie.tao@optize.cn,  www.opteyes.cn,  眼镜、镜框及相关配件、镜片及相关配件、光学仪器、电子产品的批发、网上零售、进出口、佣金代理（拍卖除外）并提供相关配套服务; 验光服务；计算机技术及网络信息技术领域的技术开发、技术咨询、技术转让、技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动。不涉及国营贸易管理商品；涉及配额、许可证管理商品的，按国家有关规定办理申请）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,  有限责任公司(外国法人独资),  3500,  人民币,  2019-09-29,  91310000MA1FPG3K5M,  F 批发和零售业,  52,  是,  MA1FPG3K-5,,,,,,,,,,,,,,,,,,,,  黄浦区,,,,,,,,,,,,,,,,,,,
  上海兮蔻商贸有限公司,  KANG WAN YEON,  —,  上海,  上海市,  上海市闵行区虹莘路3998号20幢4层3A11室,  qiangwy0316@qq.com,  www.cko-cn.com,  化妆品、针纺织品、服装服饰、鞋帽箱包、家具、灯具、床上用品、日用百货、五金交电、家用电器、电子产品、皮革制品、汽车配件、眼镜（除隐形眼镜），食用农产品、玩具、母婴用品、工艺礼品的销售，食品流通，从事电子科技领域内的技术开发、技术转让、技术咨询、技术服务，从事货物及技术的进出口业务，电子商务（不得从事增值电信、金融业务），翻译服务，品牌管理，图文设计制作，市场营销策划，企业管理咨询，展览展示服务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,  有限责任公司（自然人独资）,  100,  人民币,  2016-08-08,  91310112MA1GBBRQ84,  F 批发和零售业,  51,  是,  MA1GBBRQ-8,,,,,,,,,,,,,,,,,,,,  闵行区,,,,,,,,,,,,,,,,,,,
  上海凡渡装饰材料有限公司,  薛江,  —,  上海,  上海市,  上海市闵行区申昆路1999号2号楼906室,  daisy_wu81@163.com,  www.凡渡.com,  五金、家具及室内装饰材料专门零售，建材批发，建筑装饰和装修业，建筑幕墙的装饰和装修，货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外），工程设计活动，园林绿化工程施工，机械设备、纺织品及针织品零售、批发，电子商务（不得从事金融业务），从事互联网科技及领域内的技术服务、技术咨询、技术转让、技术开发，新材料技术推广服务，以下限分支机构经营：窗帘、布艺类产品制造。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,  有限责任公司(自然人投资或控股),  100,  人民币,  2019-11-07,  91310112MA1GCNNJ3L,  F 批发和零售业,  51,  是,  MA1GCNNJ-3,,,,,,,,,,,,,,,,,,,,  闵行区,,,,,,,,,,,,,,,,,,,
  上海利格泰生物科技有限公司,  袁征,  021-59226276,  上海,  上海市,  上海市青浦区天辰路508号1号楼301室,  mumu1230@163.com,  www.ligatech.com.cn,  许可项目：第三类医疗器械生产；第二类医疗器械生产。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：从事生物制品、医药产品的领域内的技术开发、技术咨询、技术服务、技术转让（人体干细胞、基因修复与治疗技术开发和应用除外），第一类医疗器械生产，日用口罩（非医用）生产，劳防用品生产，从事上述产品的批发、进出口、佣金代理（拍卖除外）并提供相关配套服务（不涉及国营贸易管理商品，涉及配额许可证管理、专项规定管理的商品按照国家有关规定办理）。（除依法须经批准,  有限责任公司(台港澳与境内合资),  2445.7143,  人民币,  2014-10-11,  913101153125952185,  M 科学研究和技术服务业,  7512,  是,  31259521-8,,,,,,,,,,,,,,,,,,,,  青浦区,,,,,,,,,,,,,,,,,,,
  上海制祥实业有限公司,  刘原,  021-33927459,  上海,  上海市,  中国(上海)自由贸易试验区美盛路55号2幢3层311室,  liyuye63@qq.com,  ,  从事货物及技术的进出口业务，转口贸易，市场营销策划、企业形象策划，商务咨询、企业管理咨询，知识产权代理，电子商务（不得从事增值电信、金融业务），物联网信息服务、智能化物流系统服务，电脑图文制作，设计、制作、代理各类广告，食品、化工产品（除危险化学品、监控化学品、烟花爆竹、民用爆炸物、易制毒化学品）、办公用品、办公设备、金属材料及制品、塑胶制品、包装材料、汽车零配件、五金交电、电子产品、木材、家用电器、电线电缆、服装服饰、机电机械设备、日用百货、照明电器、建材、食用农产品、计算机、软件及辅助设备的销售，从事,  有限责任公司(自然人投资或控股),  600,  人民币,  2014-08-27,  91310115312326907L,  F 批发和零售业,  51,  是,  31232690-7,,,,,,,,,,,,,,,,,,,,  浦东新区,,,,,,,,,,,,,,,,,,,
  上海合锦国际贸易有限公司,  张锦鑫,  —,  上海,  上海市,  上海市奉贤区星火开发区莲塘路251号8幢,  zzybmw0807@gmail.com,  www.shsjsy5566.com,  一般项目：货物进出口；进出口代理；针纺织品销售；针纺织品及原料批发；第一类医疗器械销售；五金产品批发；化妆品批发；服装服饰批发；工艺美术品及收藏品批发（象牙及其制品除外）；日用百货销售；电子产品销售；数据处理和存储支持服务；产业用纺织制成品销售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。,  有限责任公司(自然人投资或控股),  100,  人民币,  2020-05-08,  91310120MA1HWPDT7E,  F 批发和零售业,  51,  是,  MA1HWPDT-7,,,,,,,,,,,,,,,,,,,,  奉贤区,,,,,,,,,,,,,,,,,,,
  上海容东激光科技有限公司,  羌丽英,  —,  上海,  上海市,  上海市嘉定区尚学路225、229号3幢1层E区,  ,  www.hudongjiguang.com,  激光仪器、激光管及配件的生产加工，从事激光技术、电子产品、机械设备、照明设备技术领域内的技术开发、技术转让、技术咨询、技术服务，机械设备及配件、金属材料、电子产品的销售，产品设计，照明设计，从事货物进出口及技术进出口业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,  有限责任公司（自然人独资）,  200,  人民币,  2016-08-29,  91310114MA1GTJQN7W,  C 制造业,  35,  是,  MA1GTJQN-7,,,,,,,,,,,,,,,,,,,,  嘉定区,,,,,,,,,,,,,,,,,,,
  上海展氏进出口有限公司,  展程,  021-66031856,  上海,  上海市,  上海市宝山区逸仙路2816号1幢9层,  guoqianggs@126.com,  ,  食品销售；食用农产品、日用百货、文化用品、针纺织品、五金交电、建筑装潢材料、服装鞋帽、家具、办公用品、电子产品销售；电子商务(不得从事增值电信、金融业务)；广告设计、制作；商务信息咨询；货物运输代理；货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,  有限责任公司(自然人投资或控股),  100,  人民币,  2019-12-23,  91310113MA1GP166XR,  F 批发和零售业,  51,  是,  MA1GP166-X,,,,,,,,,,,,,,,,,,,,  宝山区,,,,,,,,,,,,,,,,,,,
  上海岩征实验仪器有限公司,  朱久龙,  021-55077056；021-51087395；021-55077256；4008201718；021-52272122,  上海,  上海市,  上海市金山区亭林镇亭西村1组,  zjl@yanzheng17.com,  http://www.17sys.com,  一般项目：实验室仪器生产制造（仅组装），仪器仪表，实验室设备，电器设备，气动液压设备，传感器，电机，电控设备，工业自动化控制设备，泵，管道配件，电器成套设备，计算机、软件及辅助设备，机电设备及配件，制冷设备，电气设备，节能设备，保温设备，光电产品，压缩机及配件，化工设备，机械设备，流体设备及配件，机器人，工业机器人销售，机械设备安装维修，从事货物进出口及技术进出口业务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,  有限责任公司(自然人投资或控股),  500,  人民币,  2011-07-27,  913101205791827547,  C 制造业,  40,  是,  57918275-4,,,,,,,,,,,,,,,,,,,,  金山区,,,,,,,,,,,,,,,,,,,
  上海戊青能源科技有限公司,  刘青,  —,  上海,  上海市,  上海市浦东新区环湖西二路888号C楼,  info@egenergy.cn,  www.egenergy.cn,  从事新能源科技领域内的技术开发、技术咨询、技术服务、技术转让，电子产品、电力设备、电气设备、自动化设备、化工原料及产品（危险化学品、监控化学品、易制毒化学品、民用爆炸物品除外）、陶瓷制品的销售，商务信息咨询，货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,  有限责任公司（自然人独资）,  500,  人民币,  2019-12-25,  91310115MA1HB1Y03X,  F 批发和零售业,  52,  是,  MA1HB1Y0-3,,,,,,,,,,,,,,,,,,,,  浦东新区,,,,,,,,,,,,,,,,,,,
